city,time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode
Sidi Yahia El Gharb,2026-09-21,34.1,20.7,0.0,0,17.8,33.5,0
Sidi Yahia El Gharb,2026-09-22,33.3,20.0,0.0,0,16.8,31.7,45
Sidi Yahia El Gharb,2026-09-23,34.3,18.9,0.0,0,18.4,34.6,1
Chichaoua,2026-09-17,29.6,18.3,0.0,0,16.6,27.0,3
Chichaoua,2026-09-18,31.2,18.0,0.0,0,15.9,25.9,3
Chichaoua,2026-09-19,33.9,18.5,0.0,0,19.1,35.3,2
Chichaoua,2026-09-20,34.3,22.5,0.0,3,24.5,40.3,2
Chichaoua,2026-09-21,36.4,22.5,0.0,0,24.0,41.0,1
Chichaoua,2026-09-22,36.2,19.8,0.0,0,21.4,36.4,0
Chichaoua,2026-09-23,35.7,19.7,0.0,0,18.9,30.6,0
Al ’Attawia,2026-09-17,28.6,16.4,0.0,0,15.0,28.4,45
Al ’Attawia,2026-09-18,30.4,16.8,0.0,0,12.7,23.4,3
Al ’Attawia,2026-09-19,33.9,19.4,0.0,3,14.2,28.1,2
Al ’Attawia,2026-09-20,36.2,22.3,0.3,13,17.0,32.4,3
Al ’Attawia,2026-09-21,36.0,21.4,0.0,5,16.9,32.0,2
Al ’Attawia,2026-09-22,35.0,20.1,0.0,5,13.6,24.8,1
Al ’Attawia,2026-09-23,35.3,17.7,0.0,0,15.6,28.8,1
Tabount,2026-09-17,31.4,19.3,1.0,30,17.9,31.3,80
Tabount,2026-09-18,32.4,18.5,0.0,5,15.9,25.9,3
Tabount,2026-09-19,32.1,21.0,0.0,5,16.2,30.2,3
Tabount,2026-09-20,32.5,20.2,0.0,4,24.3,38.9,3
Tabount,2026-09-21,32.5,20.8,0.3,10,16.2,25.2,3
Tabount,2026-09-22,31.7,19.1,0.0,1,18.1,30.2,2
Tabount,2026-09-23,32.6,17.2,0.0,5,4.9,11.9,2
Zaïo,2026-09-17,27.7,19.3,0.0,0,14.3,31.0,3
Zaïo,2026-09-18,27.7,19.4,0.0,0,20.7,42.8,45
Zaïo,2026-09-19,27.6,20.5,0.0,0,26.2,61.6,3
Zaïo,2026-09-20,29.1,21.5,0.0,0,20.9,51.1,45
Zaïo,2026-09-21,28.2,20.9,0.0,0,18.6,47.9,45
Zaïo,2026-09-22,28.8,19.7,0.0,0,20.5,36.4,45
Zaïo,2026-09-23,28.8,19.4,0.0,0,19.3,34.2,45
Aguelmous,2026-09-17,29.6,15.1,0.0,0,16.9,34.2,3
Aguelmous,2026-09-18,30.0,15.5,0.0,0,18.2,40.0,3
Aguelmous,2026-09-19,32.1,17.3,0.0,10,16.6,35.6,3
Aguelmous,2026-09-20,32.8,20.9,0.6,10,15.8,49.7,80
Aguelmous,2026-09-21,31.8,21.1,0.6,10,19.1,39.6,3
Aguelmous,2026-09-22,31.3,17.1,0.0,1,17.8,36.7,2
Aguelmous,2026-09-23,32.9,17.2,0.0,3,20.6,42.8,2
Asilah,2026-09-17,24.0,18.7,0.0,0,14.0,26.6,3
Asilah,2026-09-18,27.8,16.5,0.0,0,22.9,41.4,3
Asilah,2026-09-19,29.5,22.8,0.0,0,36.4,67.3,2
Asilah,2026-09-20,30.6,24.7,0.0,0,31.0,56.9,1
Asilah,2026-09-21,30.8,24.1,0.0,0,25.8,46.8,2
Asilah,2026-09-22,34.4,23.1,0.0,0,15.5,29.9,2
Asilah,2026-09-23,36.2,21.4,0.0,0,14.1,29.9,1
Imzouren,2026-09-17,25.8,18.5,0.0,0,16.6,29.5,3
Imzouren,2026-09-18,26.9,18.2,0.0,0,18.1,32.8,3
Imzouren,2026-09-19,29.9,19.5,0.0,0,27.4,49.7,3
Imzouren,2026-09-20,29.4,22.1,0.0,0,21.4,38.9,2
Imzouren,2026-09-21,29.1,21.3,0.0,0,19.5,36.7,2
Imzouren,2026-09-22,30.0,19.3,0.0,0,13.5,25.2,1
Imzouren,2026-09-23,29.5,19.6,0.0,0,11.9,22.7,1
Mediouna,2026-09-17,27.1,17.8,0.0,0,15.9,29.2,3
Mediouna,2026-09-18,27.7,16.7,0.0,0,16.1,29.2,3
Mediouna,2026-09-19,30.1,17.4,0.0,0,16.3,29.9,45
Mediouna,2026-09-20,33.2,20.5,0.0,0,15.3,28.1,45
Mediouna,2026-09-21,33.0,19.7,0.0,0,17.3,32.0,45
Mediouna,2026-09-22,28.6,19.7,0.0,0,11.4,29.9,45
Mediouna,2026-09-23,27.7,19.8,0.0,0,12.3,32.4,45
Demnat,2026-09-17,26.0,14.5,0.0,0,13.7,27.4,3
Demnat,2026-09-18,28.1,14.7,0.0,0,11.4,22.7,3
Demnat,2026-09-19,31.5,17.9,0.0,3,13.2,27.0,2
Demnat,2026-09-20,33.6,21.6,0.3,20,18.6,36.4,3
Demnat,2026-09-21,33.2,20.7,0.0,11,18.4,36.0,2
Demnat,2026-09-22,32.2,19.9,0.0,11,15.8,32.4,2
Demnat,2026-09-23,32.7,16.5,0.0,0,16.6,33.5,0
Aïn Taoujdat,2026-09-17,27.6,16.7,0.0,0,14.9,29.2,45
Aïn Taoujdat,2026-09-18,29.9,16.3,0.0,0,15.9,30.6,3
Aïn Taoujdat,2026-09-19,33.5,18.5,0.0,3,16.4,32.0,2
Aïn Taoujdat,2026-09-20,35.6,20.8,0.0,0,15.5,30.6,2
Aïn Taoujdat,2026-09-21,35.2,21.0,0.0,5,14.0,27.0,2
Aïn Taoujdat,2026-09-22,34.8,20.0,0.0,1,15.8,29.5,0
Aïn Taoujdat,2026-09-23,35.3,19.6,0.0,0,18.8,34.9,1
Sidi Smai’il,2026-09-17,26.8,18.4,0.0,0,17.4,31.0,3
Sidi Smai’il,2026-09-18,28.6,18.1,0.0,0,18.9,33.5,3
Sidi Smai’il,2026-09-19,30.7,17.3,0.0,0,16.5,29.2,3
Sidi Smai’il,2026-09-20,31.9,19.9,0.0,0,15.7,28.4,45
Sidi Smai’il,2026-09-21,33.1,19.1,0.0,0,16.9,30.2,45
Sidi Smai’il,2026-09-22,31.5,19.4,0.0,0,15.3,29.2,45
Sidi Smai’il,2026-09-23,31.1,19.5,0.0,0,17.8,34.2,45
Moulay Bousselham,2026-09-17,24.6,18.1,0.0,0,12.0,20.2,3
Moulay Bousselham,2026-09-18,24.6,15.0,0.0,0,20.8,34.6,45
Moulay Bousselham,2026-09-19,29.2,18.0,0.0,0,14.8,25.9,45
Moulay Bousselham,2026-09-20,33.1,22.1,0.0,0,15.5,28.4,1
Moulay Bousselham,2026-09-21,30.3,20.8,0.0,0,16.9,29.9,1
Moulay Bousselham,2026-09-22,30.7,19.8,0.0,0,17.7,33.1,45
Moulay Bousselham,2026-09-23,30.4,18.7,0.0,0,16.4,29.9,45
Mechraa Bel Ksiri,2026-09-17,28.3,18.3,0.0,0,14.8,27.7,3
Mechraa Bel Ksiri,2026-09-18,31.2,16.0,0.0,0,18.7,35.6,3
Mechraa Bel Ksiri,2026-09-19,36.6,18.0,0.0,0,15.9,28.4,45
Mechraa Bel Ksiri,2026-09-20,38.5,25.2,0.0,0,21.8,40.7,2
Mechraa Bel Ksiri,2026-09-21,37.4,22.6,0.0,0,15.0,30.6,1
Mechraa Bel Ksiri,2026-09-22,35.1,20.4,0.0,0,15.9,30.2,45
Mechraa Bel Ksiri,2026-09-23,36.2,18.6,0.0,0,15.6,31.3,45
Souk et Tnine Jorf el Mellah,2026-09-17,29.3,19.4,0.0,0,13.9,25.9,3
Souk et Tnine Jorf el Mellah,2026-09-18,32.4,16.5,0.0,0,12.3,22.3,45
Souk et Tnine Jorf el Mellah,2026-09-19,37.1,20.1,0.0,0,22.4,44.3,1
Souk et Tnine Jorf el Mellah,2026-09-20,38.2,25.2,0.0,0,20.0,38.2,2
Souk et Tnine Jorf el Mellah,2026-09-21,37.5,24.5,0.0,3,16.1,30.6,1
Souk et Tnine Jorf el Mellah,2026-09-22,36.8,23.1,0.0,0,14.1,24.8,3
Souk et Tnine Jorf el Mellah,2026-09-23,38.0,20.0,0.0,0,10.9,19.1,1
Zeghanghane,2026-09-17,27.2,19.4,0.0,0,15.3,30.6,3
Zeghanghane,2026-09-18,26.4,20.3,0.0,0,20.9,40.3,45
Zeghanghane,2026-09-19,26.0,21.8,0.2,8,28.5,56.5,3
Zeghanghane,2026-09-20,26.5,23.1,0.3,18,30.0,60.8,3
Zeghanghane,2026-09-21,25.9,22.1,0.6,23,23.7,49.3,3
Zeghanghane,2026-09-22,27.4,20.9,0.0,3,19.6,36.4,45
Zeghanghane,2026-09-23,27.9,20.8,0.0,0,16.8,31.3,2
Oulad Barhil,2026-09-17,29.8,17.6,0.0,0,28.4,49.7,3
Oulad Barhil,2026-09-18,30.4,17.2,0.0,0,27.1,48.2,3
Oulad Barhil,2026-09-19,33.2,19.9,0.0,0,26.7,49.0,2
Oulad Barhil,2026-09-20,37.0,20.6,0.0,3,30.3,58.3,2
Oulad Barhil,2026-09-21,38.2,21.5,0.0,3,29.8,54.4,2
Oulad Barhil,2026-09-22,37.7,20.3,0.0,0,24.5,52.2,1
Oulad Barhil,2026-09-23,38.3,18.8,0.0,0,21.6,41.0,1
Bir Jdid,2026-09-17,25.6,18.5,0.0,0,17.3,33.1,3
Bir Jdid,2026-09-18,25.7,17.3,0.0,0,17.6,34.2,3
Bir Jdid,2026-09-19,27.3,18.5,0.0,0,16.9,33.1,45
Bir Jdid,2026-09-20,30.0,20.3,0.0,0,15.2,29.5,45
Bir Jdid,2026-09-21,28.8,19.8,0.0,0,15.0,30.2,45
Bir Jdid,2026-09-22,29.2,20.3,0.0,0,14.0,28.1,45
Bir Jdid,2026-09-23,28.2,20.1,0.0,0,16.7,33.1,45
Bou Arfa,2026-09-17,31.2,17.0,0.0,5,20.6,31.7,3
Bou Arfa,2026-09-18,30.1,18.7,0.4,20,15.1,29.5,3
Bou Arfa,2026-09-19,27.4,19.5,1.1,50,23.7,52.9,80
Bou Arfa,2026-09-20,28.2,16.7,0.9,24,15.3,23.8,3
Bou Arfa,2026-09-21,22.6,17.2,10.5,43,16.7,42.1,95
Bou Arfa,2026-09-22,28.3,16.0,0.0,15,11.8,18.7,3
Bou Arfa,2026-09-23,29.5,16.7,0.0,13,15.0,24.1,2
Tahannawt,2026-09-17,26.6,14.4,0.0,0,14.5,27.7,3
Tahannawt,2026-09-18,28.1,14.7,0.0,0,13.2,25.9,2
Tahannawt,2026-09-19,31.6,18.3,0.0,15,12.1,25.6,2
Tahannawt,2026-09-20,33.7,21.4,0.3,28,14.0,32.0,3
Tahannawt,2026-09-21,33.2,21.2,1.2,13,16.0,43.9,80
Tahannawt,2026-09-22,33.1,19.3,0.0,9,15.5,27.7,0
Tahannawt,2026-09-23,32.9,16.6,0.0,0,13.9,25.6,2
Arfoud,2026-09-17,34.6,21.5,0.1,10,23.7,37.8,3
Arfoud,2026-09-18,34.2,21.3,0.0,13,19.8,35.3,3
Arfoud,2026-09-19,34.8,23.3,0.0,10,30.6,55.1,3
Arfoud,2026-09-20,32.5,21.6,0.6,9,20.3,49.0,80
Arfoud,2026-09-21,31.3,22.6,1.8,30,31.7,57.6,61
Arfoud,2026-09-22,32.2,19.6,0.0,13,7.0,13.7,3
Arfoud,2026-09-23,33.5,21.6,0.0,7,5.6,10.8,2
Tahla,2026-09-17,28.5,16.3,0.0,0,13.5,25.9,3
Tahla,2026-09-18,31.2,16.0,0.0,0,13.7,26.3,2
Tahla,2026-09-19,32.4,20.3,0.0,0,25.2,50.4,2
Tahla,2026-09-20,33.9,21.7,0.0,0,20.0,45.7,2
Tahla,2026-09-21,33.5,21.8,0.0,3,19.7,37.1,2
Tahla,2026-09-22,33.6,21.1,0.0,0,11.8,22.0,1
Tahla,2026-09-23,33.9,20.3,0.0,0,17.3,30.6,0
Missour,2026-09-17,31.0,16.8,0.0,25,24.9,39.6,3
Missour,2026-09-18,31.0,15.6,0.0,15,30.3,49.7,3
Missour,2026-09-19,30.8,17.6,8.8,48,22.7,42.1,81
Missour,2026-09-20,31.4,18.8,0.3,5,19.2,35.3,3
Missour,2026-09-21,28.2,18.8,2.1,28,20.7,37.4,80
Missour,2026-09-22,31.5,18.1,0.0,8,20.1,30.6,3
Missour,2026-09-23,32.5,18.5,0.0,0,22.6,34.9,3
Sidi Lmokhtar,2026-09-17,28.6,17.8,0.0,0,21.4,35.6,3
Sidi Lmokhtar,2026-09-18,31.0,17.1,0.0,0,19.4,32.4,2
Sidi Lmokhtar,2026-09-19,33.5,18.2,0.0,0,16.4,28.1,2
Sidi Lmokhtar,2026-09-20,34.3,22.1,0.0,0,18.8,31.3,2
Sidi Lmokhtar,2026-09-21,35.8,22.2,0.0,0,20.0,33.1,1
Sidi Lmokhtar,2026-09-22,35.1,18.3,0.0,3,21.0,36.4,0
Sidi Lmokhtar,2026-09-23,34.0,17.9,0.0,3,18.7,36.0,0
Douar Toulal,2026-09-17,28.1,15.7,0.0,0,14.3,33.1,45
Douar Toulal,2026-09-18,29.5,15.9,0.0,0,14.8,35.6,3
Douar Toulal,2026-09-19,34.5,18.9,0.0,3,11.6,27.0,3
Douar Toulal,2026-09-20,36.1,22.7,0.0,3,13.4,31.7,2
Douar Toulal,2026-09-21,35.6,21.2,0.0,3,14.8,34.2,2
Douar Toulal,2026-09-22,34.4,19.6,0.0,0,17.1,32.4,1
Douar Toulal,2026-09-23,35.6,20.0,0.0,0,17.9,34.9,1
Oulad Yaïch,2026-09-17,32.1,17.8,0.0,0,13.3,23.8,2
Oulad Yaïch,2026-09-18,33.7,18.6,0.0,0,9.5,17.3,3
Oulad Yaïch,2026-09-19,37.3,21.2,0.0,0,7.6,14.0,3
Oulad Yaïch,2026-09-20,38.7,24.8,0.0,2,14.4,29.2,3
Oulad Yaïch,2026-09-21,37.6,23.6,0.3,3,13.4,29.2,3
Oulad Yaïch,2026-09-22,36.2,24.0,0.0,2,18.3,34.2,2
Oulad Yaïch,2026-09-23,36.8,24.4,0.0,3,16.6,31.3,1
Zawyat ech Cheïkh,2026-09-17,30.7,15.0,0.0,0,12.3,23.0,3
Zawyat ech Cheïkh,2026-09-18,32.0,16.2,0.0,0,10.7,19.4,3
Zawyat ech Cheïkh,2026-09-19,35.4,19.0,0.0,0,13.4,24.8,3
Zawyat ech Cheïkh,2026-09-20,36.8,21.6,0.0,5,14.3,36.0,2
Zawyat ech Cheïkh,2026-09-21,35.0,19.5,0.6,3,12.0,27.4,3
Zawyat ech Cheïkh,2026-09-22,34.6,19.5,0.0,0,9.7,19.1,3
Zawyat ech Cheïkh,2026-09-23,35.9,20.2,0.0,0,11.6,21.2,2
Imi-n-Tanout,2026-09-17,25.5,16.1,0.0,0,18.9,32.0,45
Imi-n-Tanout,2026-09-18,27.2,15.6,0.0,0,15.5,28.1,3
Imi-n-Tanout,2026-09-19,30.4,19.9,0.0,0,16.0,28.4,2
Imi-n-Tanout,2026-09-20,32.1,22.1,0.6,28,14.1,30.2,3
Imi-n-Tanout,2026-09-21,33.5,23.2,0.6,13,15.5,30.2,2
Imi-n-Tanout,2026-09-22,33.2,22.3,0.0,2,18.4,36.4,1
Imi-n-Tanout,2026-09-23,32.3,20.8,0.0,0,16.0,28.8,1
Sebt Gzoula,2026-09-17,27.4,18.2,0.0,0,18.5,34.9,2
Sebt Gzoula,2026-09-18,29.9,17.8,0.0,0,18.4,35.3,1
Sebt Gzoula,2026-09-19,31.5,18.1,0.0,0,16.1,31.0,2
Sebt Gzoula,2026-09-20,31.4,20.3,0.0,0,15.5,31.0,2
Sebt Gzoula,2026-09-21,31.7,21.1,0.0,0,15.0,28.8,1
Sebt Gzoula,2026-09-22,30.6,18.1,0.0,0,14.0,26.6,45
Sebt Gzoula,2026-09-23,31.0,18.9,0.0,0,16.2,30.6,45
Tifariti,2026-09-17,31.0,17.8,0.0,0,37.4,55.4,2
Tifariti,2026-09-18,29.4,16.2,0.0,0,35.4,54.4,3
Tifariti,2026-09-19,30.5,16.7,0.0,0,25.3,38.5,3
Tifariti,2026-09-20,36.9,18.0,0.0,0,17.2,29.2,0
Tifariti,2026-09-21,39.1,24.8,0.0,9,22.7,40.7,0
Tifariti,2026-09-22,39.0,25.8,0.0,7,17.8,33.1,1
Tifariti,2026-09-23,38.9,24.3,0.0,6,26.3,47.2,3
